Breed;Color;Date;DateCreated;Name;Sex;State
DSH Cat;Black/White;2013-01-30;2013-02-01;Ninja;M/N;Lost
Husky X;Tan;2013-02-02;2013-02-02;Blue;F;Lost
Corgi;Fawn/Tan w/White;2013-02-04;2013-02-05;JoJo;M/N;Lost
Pit Bull;White w/Cow Patch Blue;2013-02-05;2013-02-05;Tyson;M;Lost
Border Collie X;Black/GRey/White;2013-02-05;2013-02-05;Punk;M/N;Matched
Retreiver X;Brown;2013-02-05;2013-02-05;Friday;M;Matched
Sringer Spaniel;Red/White;2013-02-05;2013-02-05;Harriett;F/S;Matched
cat;White with grey patches;2013-02-05;2013-02-05;LANA;F;Lost
Port. Water Dog;Tri Colour;2013-02-06;2013-02-06;Jaz;F/S;Matched
Terrier;Golden Brown;2013-02-06;2013-02-06;Widget;M/N;Lost
Collie X;Black / White;2013-02-07;2013-02-07;Luna;F/S;Matched
DMH;Tortishell;2013-02-03;2013-02-07;Cleo;F/S;Lost
Aust Cattle Dog;Blue Merle;2013-02-11;2013-02-12;Ellie;F/S;Lost
DMH (Tabby);Black/Grey w/light brown;2013-02-12;2013-02-12;Clement;M/N;Matched
Unknown;Brindle;2013-02-14;2013-02-14;Gin;;Matched
Shih Tzu;Black;2013-02-15;2013-02-15;;;Lost
Min Pinscher X;Black and Brown;2013-02-18;2013-02-18;Bruiser;X;Lost
Cocker Spaniel;Blonde;2013-02-19;2013-02-19;Garfield;M;Lost
American Eskimo;White;2013-02-19;2013-02-19;Latte;F/S;Matched
Hen;Light Brown;2013-02-19;2013-02-20;?;F;Matched
DSH;Brown/Black Tabby;2013-02-19;2013-02-21;Jeffrey;M/N;Lost
Husky;Brown/white with blue eyes;2013-02-22;2013-02-23;Cola;F;Lost
German Shepherd;Black/Tan;2013-02-22;2013-02-23;Kia;F;Lost
German Shepard;black and tan;2013-03-03;2013-03-03;Kaia;X;Matched
terrier X pug;black brindle;2013-03-05;2013-03-05;Brutus;F;Lost
Shiba Inu;Orange & White;2013-03-07;2013-03-07;Sushi;F/S;Lost
Pomeranian;Black;2013-03-10;2013-03-10;Maki;M;Lost
Rotti X Husky;Black / Tan;2013-03-11;2013-03-11;?;F/S;Matched
Maltese;White;2013-03-12;2013-03-12;Momo;M;Matched
British Bulldog;White w/Brown Patches;2013-03-12;2013-03-12;Francesca;F/S;Matched
Eng. Bulldog;White;2013-03-12;2013-03-12;Monster;M/N;Lost
Beagle X;Gold Brown / White;2013-03-15;2013-03-15;Cocoa;F/S;Matched
Rat Terrier X Chihuahua;White w/Brown Patch Eye;2013-03-15;2013-03-15;Kiwi;M/N;Lost
Shetland Sheepdog X;Black/Brown;2013-03-15;2013-03-15;Gnash;M/N;Lost
Basset Hound X 2;Bi-Colour / Tri-colour;2013-03-20;2013-03-20;Nettie / JC;;Lost
Lab X;Black & White;2013-03-21;2013-03-21;Gypsy;F;Matched
Lab/ Collie X;Black/small amt white;2013-03-19;2013-03-21;Odie;M;Lost
Pitbull/Whippet X;Brown/Black;2013-03-21;2013-03-21;Penny;F/S;Matched
Yorkshire Terrier;;2013-03-23;2013-03-23;Peanut;;Lost
Malamute;white and grey;2013-03-24;2013-03-24;Bear;M/N;Lost
DSH Cat;Black;2013-10-16;2013-10-16;Crass;M;Lost
DSH Black Cat;Black;2013-10-16;2013-10-16;;M;Lost
Jack Russell Terrier;Tan;2013-10-17;2013-10-17;Prince;M;Lost
Bichon Frise;White;2013-10-22;2013-10-22;Toto;M/N;Matched
Chihuahua;Black;2013-10-22;2013-10-23;Robin;F;Lost
Tabby;Orange/White;2013-10-23;2013-10-24;Dexter;M;Lost
Husky X;White;2013-10-25;2013-10-25;Mieko;M/N;Lost
Loppy Eared Dwarf;Brown;2013-10-20;2013-10-25;Chip;M/N;Lost
Jersey Wooley Rabbit;White;2013-10-20;2013-10-25;Alfie;F/S;Lost
Exotic Short Hair Tabby;Apricot;2013-10-26;2013-10-26;;M;Lost
Lab X;Black;2013-10-30;2013-10-30;Sammy;M;Lost
Domestic Short Hair;Light Orange;2013-10-30;2013-10-30;Honey Pie;;Lost
Labradoodle;Yellow;2013-10-30;2013-10-31;Lilly;F/S;Lost
Shih Tzu;Brown;2013-11-01;2013-11-01;Rambo;M/N;Matched
Lab X;Black;2013-11-01;2013-11-01;Cleo & Casper;M;Lost
Labrador;Yellow;2013-11-01;2013-11-02;Caleb;M;Matched
DSH;Black;2013-11-03;2013-11-04;Soli;M;Lost
Cat;Black;2013-11-03;2013-11-04;Soli;M;Lost
Hen;Brown;2013-11-12;2013-11-12;Patsy;F;Lost
Pekingese;Golden;2013-11-13;2013-11-14;Pocket;F;Lost
Siberian Husky;Tan;2013-11-16;2013-11-16;Duna;M;Lost
DSH Cat;Grey;2013-11-19;2013-11-19;Jimmy;M;Lost
Malamute;Black;2013-11-19;2013-11-19;Aziza;F;Matched
Labrador;Black;2013-11-19;2013-11-19;Cedar;F;Lost
Blue Heeler;Black;2013-11-19;2013-11-20;Gizmo;M/N;Matched
Labrador;Black;2013-11-20;2013-11-20;Brock;M;Matched
Pug X;Tan;2013-11-20;2013-11-21;Rocko;M;Matched
Border Collie;Brown;2013-11-21;2013-11-21;Junior;M;Matched
DLH;Black;2013-11-23;2013-11-23;Ernie;M/N;Lost
Siamese;Cream;2013-11-25;2013-11-25;Loki;M;Lost
Siamese;Brown;2013-11-27;2013-11-27;Miro;F;Lost
DSH;Grey;2013-11-28;2013-11-29;KiKi;F;Lost
DSH;Grey;2013-12-02;2013-12-04;Geronimo;M/N;Lost
Terrier X;Black;2013-12-05;2013-12-07;Yano;M/N;Lost
Golden Retriever;Golden;2013-12-10;2013-12-10;Dragon;M;Matched
Collie;Black;2013-12-11;2013-12-11;Roxy;F/S;Lost
Ball Python;Grey;2013-12-12;2013-12-12;;;Lost
Pug;Cream;2013-12-13;2013-12-13;Cheball;M;Lost
Boxer;Brown;2013-12-17;2013-12-17;Luna;F/S;Lost
DSH;Black;2013-12-17;2013-12-17;Simba;M;Lost
Germ. Shepherd;Black;2013-12-18;2013-12-18;Heritage;M;Lost
Germ. Shepherd;Black;2013-12-19;2013-12-19;Niccii;F;Matched
Labrador;Brown;2013-12-20;2013-12-20;Nala;F;Lost
Chihuahua;Black;2013-12-22;2013-12-22;Nana;F;Matched
Ducktoller;Brown;2013-12-22;2013-12-22;Maggie;F;Lost
Pit Bull;Black;2013-12-26;2013-12-27;Reena;F/S;Matched
Amer. Eskimo Dog;White;2013-11-20;2013-12-27;Holly;F/S;Lost
Pomeranian;Black;2013-12-28;2013-12-28;Pom Pom;M/N;Matched
Lab X;Black;2013-12-31;2013-12-31;Tundra;F;Lost
Chihuahua;White;2013-12-31;2013-12-31;Princess;F;Lost
;;2013-12-31;2013-12-31;;;
Germ. Shepherd;Brown;2013-12-16;2013-12-31;Oliver;M;Matched
Beagle;White;2014-01-01;2014-01-01;Rocky;M;Matched
Terrier;Brown;2014-01-02;2014-01-02;Rocko;M;Lost
Lab X;Black;2014-01-01;2014-01-02;Sailainja;F;Lost
Lab X;White;2014-01-02;2014-01-02;Sailainja;F;Lost
Shiba Inu;Red;2014-01-04;2014-01-04;Chuck;M;Lost
Pug;Fawn;2013-12-23;2014-01-06;Maomo;M/N;Lost
Greyhound;Grey;2014-01-09;2014-01-09;;X;Lost
Shih Tzu;Black;2014-01-08;2014-01-10;Jasper;M;Lost
Maltese;White;2014-01-10;2014-01-10;Tommy;M;Matched
Germ. Shepherd;Black;2014-01-10;2014-01-10;?;F;Lost
NS Duck Toll. Retriever;Red;2014-01-16;2014-01-16;Fenwick;M;Lost
;Black;2014-01-17;2014-01-17;Unknown;F;Matched
Chihuahua;Black;2014-01-19;2014-01-19;Spresso;M;Lost
.Unknown Breed Mix;Tan;2014-01-20;2014-01-20;n/a;F;Lost
Toy Poodle;Black;2014-01-22;2014-01-22;Oliver;M/N;Matched
;White;2014-01-20;2014-01-22;Unknown;X;Matched
Miniature Schnauzer;Grey;2014-01-24;2014-01-24;Max;M/N;Lost
Miniature Schnauzer;Black;2014-01-25;2014-01-25;Cookie;M/N;Matched
Labrador;Black;2014-01-25;2014-01-25;Lou Lou;F/S;Lost
Parrot - Indian Ringneck;Blue;2014-01-26;2014-01-26;Cleo;F;Lost
Terrier;Tan;2014-02-01;2014-02-01;Nina;M;Lost
Lab X;Black;2014-02-04;2014-02-04;Luna;F/S;Matched
Germ. S/Haired Pointer;Brown;2014-02-05;2014-02-05;Bruin;M;Matched
Labrador;Yellow;2014-02-07;2014-02-07;Daisy;F;Matched
French Bulldog;Black;2014-02-11;2014-02-11;Bushido;M;Lost
Alaskan Malamute;Red;2014-02-12;2014-02-12;Apache Rose;F;Matched
DSH;Grey;2014-02-12;2014-02-14;Fuzzy;F/S;Lost
Brittany Spaniel;White;2014-02-15;2014-02-15;Skylar;F/S;Matched
Water Spaniel;Golden;2014-02-15;2014-02-15;Mikki;F;Lost
Chihuahua;Brown;2014-02-16;2014-02-16;;X;Lost
DSH;Black;2014-02-17;2014-02-17;;M;Lost
Labrador;Yellow;2014-02-18;2014-02-18;Jules;M;Matched
DMH Cat;Brown;2014-02-15;2014-02-18;Choxie;M;Lost
Chihuahua;Tan;2014-02-19;2014-02-19;Landy, Tenille;M;Matched
Shih Tzu;White;2014-02-19;2014-02-19;Cashew;F/S;Matched
Toy Poodle;Black;2014-02-19;2014-02-19;;M;Matched
Labrador;Brown;2014-02-21;2014-02-21;Cherry;F;Matched
Germ. Shepherd;Black;2014-02-22;2014-02-22;Gus;M;Lost
Calico Tabby Cat;Golden;2014-03-02;2014-03-02;Crickett;F;Lost
Shih Tzu;White;2014-03-03;2014-03-04;Biggie;M/N;Lost
Jack Russell Terrier;White;2014-03-05;2014-03-05;Aylmer;M/N;Matched
Rottweiler;Brown;2014-03-10;2014-03-10;;M;Matched
Bullmastiff;Tan;2014-03-10;2014-03-10;Cassie;F;Lost
Husky;White;2014-03-11;2014-03-11;Carbo;F;Matched
Amer. Staffordshire;Red;2014-03-13;2014-03-13;Taya;F/S;Lost
Chihuahua;Brown;2014-03-17;2014-03-17;Toby;M;Lost
Border Collie;Black;2014-03-17;2014-03-17;Petra;F;Matched
Beagle;Brown;2014-03-25;2014-03-25;Maxie;M/N;Lost
DSH;Black;2014-03-25;2014-03-25;Unknown;M;Lost
Maltese;White;2014-03-30;2014-03-30;Pretzel;M;Matched
Tortoise Shell Tabby;Grey;2014-03-28;2014-03-31;?;F;Lost
Jack Russell Terrier;;2014-04-01;2014-04-01;Shmoe;M;Lost
Chihuahua;Black;2014-04-01;2014-04-01;Diego;M;Lost
Maltese;White;2014-04-01;2014-04-01;Zeus;M;Lost
Unknown;Brown;2014-04-02;2014-04-02;Wes;M;Lost
Labrador;Yellow;2014-04-06;2014-04-06;Ny;M/N;Matched
Maltese;Cream;2014-04-06;2014-04-06;Teddy Bear;M;Lost
Blue Heeler;Black;2014-04-10;2014-04-10;Buffy;M;Lost
Germ. Shepherd;Black;2014-04-10;2014-04-10;Tyson or Hansen?;M;Lost
Tabby Main Coon;White;2014-04-10;2014-04-10;;;Lost
Maincoon.;Grey;2014-04-13;2014-04-13;Max;M;Lost
Border Terrier;Brown;2014-04-14;2014-04-14;Shoushou;F;Matched
Shepherd X;Brown;2014-04-15;2014-04-15;Kinsee;M;Matched
Rottie X;Black;2014-04-15;2014-04-15;Tommy (aka Oscar);M/N;Matched
Chihuahua;Red;2014-04-17;2014-04-17;;M;Lost
Miniature Poodle;White;2014-04-23;2014-04-23;Buddy;M/N;Lost
Shih Tzu;Black;2014-04-23;2014-04-23;Lancelot;M;Lost
Cocker Spaniel;Cream;2014-04-24;2014-04-24;Chilly Bear;M/N;Lost
Bullmastiff;Black;2014-04-30;2014-04-30;Rosco;M;Lost
Lab X;Brown;2014-05-01;2014-05-01;Trout;F/S;Matched
Toy Poodle;Black;2014-05-01;2014-05-01;Oliver;M;Lost
DSH;Black;2014-04-18;2014-05-01;Miso;F/S;Lost
Tabby;Grey;2014-05-02;2014-05-02;Simon;M;Lost
Pit X;White;2014-05-04;2014-05-04;Ginger;F;Matched
Shih Tzu;Black;2014-05-06;2014-05-06;Cookie;F/S;Lost
.Unknown Breed Mix;Golden;2014-05-08;2014-05-08;buttercup;;Matched
;Orange tabby;2014-05-13;2014-05-13;Chibi;M;Lost
Pomeranian;Red;2014-05-13;2014-05-13;Sugar;F;Lost
Boxer;Black;2014-05-13;2014-05-13;Maggie;F/S;Lost
Cocker Spaniel;White;2014-05-14;2014-05-14;Nova;F;Lost
Miniature Poodle;Grey;2014-05-15;2014-05-15;Toto;M/N;Lost
DSH;Black;2014-05-16;2014-05-16;Capone;M;Lost
Toy Poodle;White;2014-05-17;2014-05-17;Bobo;F;Lost
Vizsla;"""Rust""";2014-05-19;2014-05-19;Trigger;M;Lost
DMH;Black;2014-05-20;2014-05-20;Millie;F/S;Lost
Beagle;White;2014-05-20;2014-05-20;Maxie;M;Lost
Cat;Grey;2014-05-20;2014-05-20;Oliver;M/N;Lost
Beagle;Brown;2014-05-20;2014-05-20;Henry;M;Lost
Cat;Black;2014-05-21;2014-05-21;Elais;M;Lost
Chihuahua;White;2014-05-22;2014-05-22;Smudge;M;Matched
Cat;Brown;2014-05-23;2014-05-23;Ivan;M;Lost
Tabby;Brown;2014-05-26;2014-05-26;Teddy;M;Lost
Lab X;Black;2014-05-26;2014-05-26;Dhillion;M;Lost
Chihuahua;White;2014-05-30;2014-05-30;Missy;F;Lost
Doberman Pinscher;Black;2014-05-30;2014-05-30;Duke;;Lost
Miniature Pinscher;Brown;2014-05-30;2014-05-30;Milo;M;Lost
Vizsla;Red;2014-05-31;2014-05-31;Wesley;M;Lost
Shiba Inu;Brown;2014-05-31;2014-05-31;Natsuo;M;Lost
Shih Tzu;Grey;2014-06-01;2014-06-01;Bacon;M;Matched
Cat;Black;2014-06-01;2014-06-01;Little Man;M;Lost
French Bulldog;White;2014-06-02;2014-06-02;Kitty;F;Matched
Pit X;Brown;2014-06-02;2014-06-03;Titanium;M;Matched
Lab X;Red;2014-06-04;2014-06-04;Jones;M;Lost
Ferret;Brown;2014-06-05;2014-06-05;Quasi;M;Matched
Terrier;Black;2014-06-05;2014-06-05;Elvis;M;Lost
Rottweiler;Black;2014-06-06;2014-06-06;Legend;F;Lost
Naine Coon;Orange;2014-06-06;2014-06-06;Unknown;X;Lost
DSH Cat;Black;2014-06-07;2014-06-07;Charlie;M;Lost
DSH;White;2014-06-07;2014-06-07;Charlie;M;Lost
Pit Bull;Black;2014-06-08;2014-06-08;Duke;M;Matched
Amer. Staffordshire;Black;2014-06-09;2014-06-09;Rossi;;Lost
Tuxedo Black and White;;2014-06-11;2014-06-11;;F/S;Lost
Chihuahua;Black;2014-06-12;2014-06-12;Ginger;F;Matched
Shih Tzu;Brown;2014-06-12;2014-06-12;Toby;M;Lost
;Grey;2014-06-12;2014-06-12;Gabriel;M;Lost
Yorkie X;Black;2014-06-15;2014-06-15;Carter;M;Lost
Boston Terrier;Black;2014-06-20;2014-06-20;Ruby;F/S;Matched
DSH;Grey;2014-06-23;2014-06-23;William;M;Lost
Shiba Inu;Red;2014-06-25;2014-06-25;Sky;M;Lost
Golden Retriever;Golden;2014-06-27;2014-06-27;Sparky;M/N;Matched
Lab X;Tan;2014-06-27;2014-06-27;Luc;M;Lost
Jack Russell Terrier;White;2014-06-27;2014-06-27;Oglie;F;Lost
Grey tabby;Grey;2014-06-30;2014-06-30;Sax;M;Lost
Hound;White;2014-07-01;2014-07-01;Luna;F;Matched
Shih Tzu;Tan;2014-07-01;2014-07-01;Nana;F;Matched
Old English Sheepdog;Apricot;2014-07-02;2014-07-02;Priscilla;F/S;Matched
Chihuahua;White;2014-07-02;2014-07-03;Rocky;M;Lost
Samoyed;White;2014-07-03;2014-07-03;Lily;F/S;Matched
Chow Chow;Tan;2014-07-03;2014-07-03;Little Red;F/S;Lost
Pit Bull;Brindle with white;2014-07-03;2014-07-03;Keisha;F;Lost
Miniature Pinscher;Brown;2014-07-05;2014-07-05;Benito;M;Lost
Shep;Black & Brown;1999-12-04;2005-06-21;Rocky;M/N;Matched
Husky;Black & Grey & White;1999-12-06;2005-06-21;Ky;M/N;Matched
Lab X;Black;1999-12-08;2005-06-21;Sushi;M;Lost
Springer Spaniel;Liver & White;1999-12-08;2005-06-21;Bracken;F/S;Matched
Collie X;Tri Colour;1999-12-11;2005-06-21;;;Found
Spitz X;White;1999-12-12;2005-06-21;Fritz;M;Lost
Collie X;Black & Brown;1999-12-12;2005-06-21;;F;Found
?;Tan;1999-12-12;2005-06-21;;F;Lost
Border X;Brown;1999-12-12;2005-06-21;Ping Wow ?;F;Lost
Husky X Shep X Brd Collie;Grey & Tan & White;1999-12-13;2005-06-21;Hush Hush;F;Lost
Stafforshire Terrier 14 months;Black;1999-12-14;2005-06-21;Clouseau;M;Lost
Shep X Rotty;Black & Brown;1999-12-15;2005-06-21;Bailey;F;Lost
American Eskimo;White;1999-12-10;2005-06-21;KiKi;M;Lost
Shep X;Black & White;1999-12-16;2005-06-21;;F;Found
Akita X;Tan;1999-12-17;2005-06-21;;M;Found
Cockapoo;Black;1999-12-16;2005-06-21;;F/S;Lost
Akita;Tan  with Black Face;1999-12-16;2005-06-21;Mika;M;Lost
Terrier;Black;1999-12-18;2005-06-21;;M;Lost
Rott;Black;1999-12-17;2005-06-21;;M;Lost
Pekingnese ? (crossbreed);Black;1999-12-20;2005-06-21;Tilly;F/S;Lost
Min Poodle;Grey;1999-12-20;2005-06-21;Blackie;M;Matched
Huskey X Samoy;Red & Black & White;1999-12-20;2005-06-21;;;Found
Miniature Schnauzer;Grey;1999-12-21;2005-06-21;Willy;M/N;Lost
Pomeranian;Reddish;1999-12-24;2005-06-21;;M;Found
Golden Retriever X;Golden;1999-12-28;2005-06-21;;M;Lost
Cocker Spaniel;White w Tan at tail base;1999-12-25;2005-06-21;Julie;F/S;Lost
Shep;Black & Grey;1999-12-30;2005-06-21;Odin;M;Lost
Lhasa Apso;Black;2000-01-01;2005-06-21;Kasha;F/S;Matched
Schipperke;Black;2000-01-01;2005-06-21;Lilly;F;Matched
Collie X Lab;Grey & Black;2000-01-01;2005-06-21;Genny;F/S;Matched
Rotty;Black & Tan;1999-12-28;2005-06-21;Chika;F;Lost
Husky X;Black & White & Tan;2000-01-06;2005-06-21;Akayu;M/N;Matched
Heeler;Red;2000-01-06;2005-06-21;;M;Lost
Aust Shep X Akita;Black & Grey & Tan;2000-01-07;2005-06-21;Lola;F/S;Lost
Collie X Samoy;White & Gold;2000-01-07;2005-06-21;;M;Lost
Rott;Black & Tan;2000-01-10;2005-06-21;Michelle;F;Lost
Shepherd X;White & Cream;2000-01-10;2005-06-21;Jasper;M/N;Lost
Sheperd X ?;Black & Brown;2000-01-11;2005-06-21;;M;Found
Lab;Black;2000-01-12;2005-06-21;Caileigh;F/S;Found
Pitbull;Brown Brindle;2000-01-12;2005-06-21;Ellie;F/S;Lost
Shepherd;Biege & Black;2000-01-12;2005-06-21;;F;Matched
Pekingese;Black & White;2000-01-13;2005-06-21;Kiki;F;Lost
2 Labs & 1 Shep;Black;2000-01-14;2005-06-21;;;Lost
Lab;Golden;2000-01-14;2005-06-21;Kayla;F;Matched
Lab X;White;2000-01-14;2005-06-21;Charlie;;Found
Lab;Tape;2000-01-14;2005-06-21;;F;Lost
Pitbull;Brindle;2000-01-15;2005-06-21;Tyson;M;Lost
Pekingese;Black;2000-01-13;2005-06-21;Kiki;F/S;Lost
Lab X;Black;2000-01-16;2005-06-21;Jack;M/N;Lost
Husky X ? (puppy);Grey & White 7 Black;2000-01-17;2005-06-21;;M;Found
Sharpei;Tan;2000-01-19;2005-06-21;Zak;M;Lost
Labrador X;Black & White Chest;2000-01-20;2005-06-21;Jake;M;Lost
Retriever X Peranese;Gold;2000-01-21;2005-06-21;Arthur;M;Lost
Retriever;Golden;2000-01-23;2005-06-21;Chase;F/S;Matched
Retreiver;Gold;2000-01-23;2005-06-21;;F;Matched
Shep X Lab;Tan & Golden;2000-01-24;2005-06-21;Otis;M/N;Matched
Pom X Pekingese;Grey & Black Face;2000-01-25;2005-06-21;Kodiak;M/N;Lost
Rottweiler;Black & Brown;2000-01-28;2005-06-21;Nanna;F;Matched
Pitbull X Lab;Tan;2000-01-29;2005-06-21;Boo-Boo;M;Lost
???;Brindle;2000-01-31;2005-06-21;Happer;M;Matched
German Shepherd;Black & Tan White Chest;2000-01-31;2005-06-21;Chopper;M;Lost
German Shepherd;Black & Tan;2000-02-04;2005-06-21;KD;F/S;Matched
Shepherd;Black;2000-01-30;2005-06-21;Valentine;M/N;Lost
Yorkshire Terrier X;Black & Tan;2000-02-07;2005-06-21;Paris;F/S;Lost
Samoyed;White;2000-02-08;2005-06-21;Snow;M;Matched
Malamute X Wolf;Black & White;2000-02-08;2005-06-21;Keisha;F;Lost
Sheltie;Tri Color;2000-02-10;2005-06-21;;F;Found
Lab;Black;2000-02-11;2005-06-21;;F;Found
Lab pup;Black & White Chest;2000-02-13;2005-06-21;Whisky;F/S;Lost
Bulldog ?;Brown & White Chest;2000-02-14;2005-06-21;;F;Lost
Terripoo;Grey;2000-02-15;2005-06-21;Penny;F/S;Lost
Rotty X Shep;Black & Tan;2000-02-16;2005-06-21;Napolean;M/N;Lost
Sheepdog  X;Black & White Chest;2000-02-11;2005-06-21;Bess;F;Lost
Rotty;Black & Tan;2000-02-17;2005-06-21;Keesha;F/S;Matched
Samoys  (2);White;2000-02-18;2005-06-21;Snow/Shandi;F/S;Matched
Spaniel X;Brown & White;2000-02-18;2005-06-21;;M/N;Lost
Lab X  Shep;Black;2000-02-15;2005-06-21;Bear;M;Lost
Lab;Black;2000-02-20;2005-06-21;;M;Matched
Mini Greyhound;Tan;2000-02-16;2005-06-21;Bella;F;Lost
Corgi X Sheltie;Black & Brown;2000-02-22;2005-06-21;Mojo;M/N;Lost
Bassett;Tri;2000-02-23;2005-06-21;;M;Found
Rott X Lab;Black & Tan;2000-02-24;2005-06-21;Dave;M;Lost
Pittbull;Black;2000-02-27;2005-06-21;;;Lost
Lahsa Apso;Cream;2000-02-28;2005-06-21;Abby;F/S;Lost
Chow Chow(puppy);Red;2000-03-03;2005-06-21;Keisha;F;Lost
Husky;White;2000-03-03;2005-06-21;Yogi;M;Matched
Chow X lab;Black;2000-03-04;2005-06-21;Harley;M;Lost
Mini Pincher;Black & Brown;2000-03-05;2005-06-21;;F;Lost
Shiba Inu;Beige;2000-03-08;2005-06-21;Katsuko;F/S;Lost
Heeler;Mottle Grey;2000-03-09;2005-06-21;Sheila;F/S;Matched
Lab X;Tan & Brown;2000-03-10;2005-06-21;Daisy;F;Lost
Akita;Brown & Black;2000-03-10;2005-06-21;Kobe;M;Lost
Spaniel;White & Brown;2000-03-11;2005-06-21;;F;Matched
Labrador;Chocolate;2000-03-11;2005-06-21;Hugo;M;Lost
Rott;Black & Tan;2000-03-11;2005-06-21;Bear;M;Matched
Shep;Black & Tan;2000-03-11;2005-06-21;Genhis;M;Matched
Husky Shep X;Black & White;2000-03-11;2005-06-21;Mickey;M/N;Lost
Shep X;Tri Color;2000-03-14;2005-06-21;;M/N;Lost
Lab X;Black;2000-03-15;2005-06-21;Syd;M/N;Matched
Cocker Spaniel;Blonde;2000-03-15;2005-06-21;Joey;M/N;Lost
Lab X;Black;2000-03-18;2005-06-21;Lucy;F/S;Lost
Yorkie Terrier;Black & Brown;2000-03-20;2005-06-21;Koko;F;Lost
Airedale Terrier;Brown & Black;2000-03-22;2005-06-21;Duffy;M/N;Lost
Retriever;Golden;2000-03-23;2005-06-21;;F;Found
JR Terrier;White & Brown;2000-03-23;2005-06-21;Keisha;F;Lost
Sheltie;Brown & White;2000-03-19;2005-06-21;Falcon;M/N;Lost
Schnauzer;Grey;2000-03-25;2005-06-21;Carla;F;Lost
Amer. Bull dog;White;2000-03-25;2005-06-21;Bronx;M;Lost
Boxer;Brindle;2000-03-23;2005-06-21;Caches;M;Lost
Sheperd;Tan Little Black;2000-03-29;2005-06-21;Duke;M;Lost
St Poodle;Black;2000-03-30;2005-06-21;Dyna;F;Lost
Malamute X;Black & Tan;2000-03-31;2005-06-21;Bobby;M/N;Found
Retriever;Black;2000-04-01;2005-06-21;Sebastian;M;Matched
Lab X;Chocolate;2000-04-02;2005-06-21;Benson;M;Lost
Husky;Black & White;2000-04-02;2005-06-21;;M;Lost
Keeshond;Black & Grey;2000-03-31;2005-06-21;Shannon;F/S;Matched
Chow;Black;2000-04-06;2005-06-21;ChinChin;F;Lost
Rott;Black & Tan;2000-04-07;2005-06-21;;F;Found
Lab;Black;2000-04-08;2005-06-21;Sammy;M/N;Matched
Sky Terrier;Grey;2000-04-13;2005-06-21;;F/S;Matched
Rott;Black & Tan;2000-04-13;2005-06-21;Dick;M;Matched
Spaniel;Black;2000-04-13;2005-06-21;;M;Found
Border Collie;Tri-Color;2000-04-14;2005-06-21;Kelsey;F/S;Matched
Collie X;Black & White & Tan;2000-04-16;2005-06-21;Korona;F/S;Lost
Rott X Shep;Black & Tan;2000-04-16;2005-06-21;;M;Found
Lab X Rott;Black & Brown;2000-04-15;2005-06-21;Blackie;M/N;Lost
Doberman;Red w/wht patch on chest;2000-04-16;2005-06-21;;M;Matched
Basset X;Black & White;2000-04-18;2005-06-21;Freeway;M/N;Lost
Shepherd X;White;2000-04-19;2005-06-21;Chia;F/S;Matched
Shepherd X;Black & White;2000-04-19;2005-06-21;Luna;F/S;Matched
Rotty;Black & Tan;2000-04-12;2005-06-21;Lolla;F/S;Lost
Terr X;Black;2000-04-19;2005-06-21;Prissy;F;Lost
Lab;Yellow;2000-04-22;2005-06-21;;F;Matched
Shep;Black & Tan;2000-04-25;2005-06-21;;F;Found
Pom X;Black & Gold;2000-04-22;2005-06-21;BeBe;F;Lost
Shiba Inu;Gold;2000-04-29;2005-06-21;;M;Matched
Rotty X;Black & Brown;2000-04-19;2005-06-21;Lola;F/S;Lost
Maltipoo;Cream;2000-05-03;2005-06-21;;F;Found
mixed ( they don't know);Black & White;2000-05-07;2005-06-21;Bi;M/N;Lost
Lab Pit X;Chocolate Brown;2000-05-08;2005-06-21;;F;Found
Austrialian Shepherd;Blue Merle;2000-05-08;2005-06-21;Zarlee;M/N;Lost
Blue Heeler;Mottled Grey;2000-05-09;2005-06-21;Six;M/N;Lost
Rough Collie;Tri;2000-05-10;2005-06-21;;F;Matched
Pug;Beige & Dark Brown;2000-05-10;2005-06-21;Louis;M;Matched
Bouvier;Black;2000-05-11;2005-06-21;Cushie;M;Matched
Small Lap Dog X;White;2000-05-11;2005-06-21;;F;Found
Rott X Shep;Black & Tan;2000-05-11;2005-06-21;Kezan;M/N;Lost
Mini Dach;Red;2000-05-13;2005-06-21;Oscar;M/N;Found
Min Pin;Black & Tan;2000-05-14;2005-06-21;Pinner or Tigger;F;Lost
Lab X Collie;Black & White;2000-05-15;2005-06-21;Echo;F/S;Lost
Chow X (12 weeks old);Black w White on Chest;2000-05-15;2005-06-21;Winnie;F;Lost
Shepherd;Black & Tan;2000-05-16;2005-06-21;Finnegan;M;Matched
Rotty X Shep;Black & Brown;2000-05-17;2005-06-21;Thor;M/N;Lost
Bichon Frise;Beige;2000-05-19;2005-06-21;Ally;M/N;Matched
Rotty;Brown;2000-05-19;2005-06-21;Roody;M;Lost
JR Terr X Fox Terr;White & Black;2000-05-20;2005-06-21;;M;Matched
Shep X;Black & Tan with White Chest;2000-05-18;2005-06-21;Max;M/N;Lost
Boston Terrier;Black & White;2000-05-21;2005-06-21;Beetle;M;Lost
N.S.D. T.;Red;2000-05-23;2005-06-21;Digby;M/N;Found
Shih X Lhasa;Brown;2000-05-20;2005-06-21;Bailey;M;Lost
Terrier X Samoyed;White;2000-05-24;2005-06-21;Rama;F/S;Lost
