Organisation,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale,06/05/2014,CBS OUTDOOR LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,CHOICE BASED LETTINGS PROM,"£1,970.00"
Rochdale,29/04/2014,RICOH UK LTD,Facilities & Management Services,LEARNING DIS & MENTAL HEALTH,CMHT HEYWOOD,£565.66
Rochdale,21/05/2014,RICOH UK LTD,Facilities & Management Services,LEARNING DIS & MENTAL HEALTH,CMHT ROCHDALE,£509.17
Rochdale,29/05/2014,FOSTERING NETWORK,Facilities & Management Services,CHILDREN’S SOCIAL CARE,CONNECTED PERSONS FOSTER ASSESS,"£1,775.28"
Rochdale,13/05/2014,ASTRA ALARMS,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"£1,176.00"
Rochdale,07/05/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,859.00"
Rochdale,07/05/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,926.00"
Rochdale,07/05/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,277.00"
Rochdale,13/05/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,665.00"
Rochdale,13/05/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,187.00"
Rochdale,21/05/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,343.00"
Rochdale,27/05/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,196.00"
Rochdale,27/05/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,£735.66
Rochdale,27/05/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,697.00"
Rochdale,27/05/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,880.00"
Rochdale,06/05/2014,ROCHDALE CIRCULAR DISTRIBUTORS,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,£858.00
Rochdale,06/05/2014,ROCHDALE CIRCULAR DISTRIBUTORS,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£1,890.00"
Rochdale,29/05/2014,HINT MEDIA LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,ECONOMIC & COMMUNITY AFFAIRS,"£3,400.00"
Rochdale,06/05/2014,SAFE RECORDS MANAGEMENT LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,ERDMS - REVENUE,"£2,547.85"
Rochdale,14/05/2014,SAFE RECORDS MANAGEMENT LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,ERDMS - REVENUE,"£2,576.90"
Rochdale,01/05/2014,RICOH UK LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,FACILITIES MANAGEMENT ADMIN,"£1,502.72"
Rochdale,22/05/2014,GILLMARK LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,HEYWOOD MARKET GENERAL,"£1,431.00"
Rochdale,12/05/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,HIA,"£1,095.00"
Rochdale,28/05/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,HIA,£950.00
Rochdale,20/05/2014,PHS GROUP PLC,Facilities & Management Services,EARLY HELP AND SCHOOLS,LANGLEY CHILDRENS CENTRE,"£1,095.64"
Rochdale,28/05/2014,SAFETY IN NUMBERS SECURITY SERVICES LTD,Facilities & Management Services,PROPERTY AND HIGHWAYS,LITTLEBOROUGH COMMUNITY CAMPUS,£575.00
Rochdale,16/05/2014,NEWHEY COMMUNITY PRIMARY SCHOOL,Facilities & Management Services,EARLY HELP AND SCHOOLS,NEWHEY - PLACE PLANNING,"£11,617.91"
Rochdale,29/04/2014,SUPER SAVEZ,Facilities & Management Services,ECONOMY AND ENVIRONMENT,PIF DRAKE ST. IMPS 200K 10/11,"£2,250.00"
Rochdale,14/05/2014,SUPER SAVEZ,Facilities & Management Services,ECONOMY AND ENVIRONMENT,PIF DRAKE ST. IMPS 200K 10/11,"£2,750.00"
Rochdale,21/05/2014,ROCHDALE ONLINE LIMITED,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,PIF EVENTS (25K 10/11),£500.00
Rochdale,20/05/2014,HINT MEDIA LTD,Facilities & Management Services,FINANCE SERVICES,PR MEDIA AND MARKETING,"£1,500.00"
Rochdale,13/05/2014,JGM AGENCY,Facilities & Management Services,FINANCE SERVICES,PR MEDIA AND MARKETING,"£6,806.25"
Rochdale,28/05/2014,ROTHWELL PROMOTIONAL GIFTS LTD,Facilities & Management Services,FINANCE SERVICES,PR MEDIA AND MARKETING,£955.00
Rochdale,12/05/2014,JONES LANG LASALLE,Facilities & Management Services,ECONOMY AND ENVIRONMENT,ROCHDALE MARKET,"£26,725.19"
Rochdale,30/04/2014,ASTRA ALARMS,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,SAFER COMMUNITIES OPER'L & CONT'Y BUDGET,"£5,260.00"
Rochdale,13/05/2014,ASTRA ALARMS,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,SAFER COMMUNITIES OPER'L & CONT'Y BUDGET,"£2,400.00"
Rochdale,15/05/2014,VPS (UK) LTD,Facilities & Management Services,PROPERTY AND HIGHWAYS,SECURITY COSTS - DISPOSALS,£526.34
Rochdale,15/05/2014,VPS (UK) LTD,Facilities & Management Services,PROPERTY AND HIGHWAYS,SECURITY COSTS - DISPOSALS,£673.71
Rochdale,14/05/2014,ASIAN LEADER,Facilities & Management Services,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,£750.00
Rochdale,20/05/2014,LAR LTD                              (S),Facilities & Management Services,PROPERTY AND HIGHWAYS,SPRINGVALE SC REMOVE AIB TO EX BOILER RM,"£2,901.00"
Rochdale,20/05/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TALK ENGLISH PROJECT,"£2,700.00"
Rochdale,06/05/2014,HILLSIDE PRINTING SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TCCP RUNNING COSTS,"£2,200.00"
Rochdale,29/05/2014,HILLSIDE PRINTING SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TCCP RUNNING COSTS,"£2,790.00"
Rochdale,20/05/2014,NW SYSTEMS GROUP,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE DEMOLITIONS,"£1,041.00"
Rochdale,21/05/2014,NOVUS SOLAR DEVELOPMENTS LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,WIND FARMS PHASE 2 & 3,"£2,000.00"
Rochdale,27/05/2014,OFSTED,Financial Services,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£1,278.00"
Rochdale,28/05/2014,KINGSWAY PARK HIGH SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,ASYLUM SEEKERS,"£1,150.00"
Rochdale,21/05/2014,TRANSPORT FOR GREATER MANCHESTER,Financial Services,PROPERTY AND HIGHWAYS,BETTER BUS AREA FUND,"£1,680.00"
Rochdale,30/05/2014,GMCA,Financial Services,CUSTOMERS & CORPORATE SERVICES,BIBS UNIT,"£1,650.00"
